id,game_id,name,storyline,first_release_date,follow_count,hype_count,critic_rating_value,critic_rating_count,user_rating_value,user_rating_count
27416,14636,Deathbringer,NULL,1991-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
100303,48515,De-Block,NULL,1991-09-09 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
38583,12044,Demoniak,NULL,1991-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
73772,13590,Desperado 2,"1850, Devil Stone. The town's mayor, Bigpig, with the help of the bribable One Eyed Wicked and his lackey Fat Though, has turned it into what is now the meeting place and guard for the most dangerous bandits, criminals and assassins of the western Pecos.

The state of Texas, fed up with the abuses committed there in the name of the Law, has agreed to send the best Sheriff ever known, Marshall James, who will have to expel all the criminals from the town, imprison Bigpig and his clique, and re-establish the Law again",1991-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
116621,202103,Detana!! TwinBee,NULL,1991-12-06 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
121951,9575,Deuteros,NULL,1991-12-31 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
108323,45538,Devil Hunter Yohko,NULL,1991-05-05 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
45673,21546,Devilish,NULL,1991-03-29 00:00:00.000,NULL,NULL,20.0000,1,NULL,NULL
59145,12572,Devious Designs,NULL,1991-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
43185,70209,Die Drachen von Laas,NULL,1991-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
55458,78508,Die Kathedrale,NULL,1991-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
97787,221899,Dino Bibo,NULL,1991-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
172462,4430,Dino Land,NULL,1991-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
38826,14034,Dirt Track Racer,NULL,1991-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
84088,14650,Disc,NULL,1991-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
31793,19900,Disney's The Little Mermaid,NULL,1991-07-19 00:00:00.000,3,NULL,NULL,NULL,69.6633,19
64879,4505,Divine Sealing,NULL,1991-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
161439,18543,Dizzy Down The Rapids,"Dizzy Down the Rapids is an arcade style action video game that was published in 1991 by Codemasters for the Amstrad CPC, Spectrum, DOS, Atari ST, Commodore 64 and Amiga. The game involves Dizzy riding barrels down a river avoiding obstacles and enemies. This was another game derived from a minigame game found in The Fantastic Adventures of Dizzy like Bubble Dizzy. The game was based on the game play from an arcade game titled Toobin'. The C64 version was developed first by Paul Black. The C64 version was originally a clone of Toobin called 'Toobin Turles'. When the game was taken to Codemasters for consideration, it was rebranded to take advantage of the Dizzy character.",1991-04-06 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
59387,12049,Dizzy: Prince of the Yolkfolk,NULL,1991-12-31 00:00:00.000,4,NULL,NULL,NULL,73.7932,6
183581,48663,Doki! Doki! Yuuenchi: Crazy Land Daisakusen,NULL,1991-09-08 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
128763,40099,Dottori-Kun,NULL,1991-01-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
2761,136134,Double Dragon II,"Your name is Billy Lee. You're young, but you've already lived through enough agony to fill three lifetimes. You saw your city obliterated in a nuclear war. You saw roving gangs of thugs take over the streets. You learned the hard way that ""might makes right"" is the rule of law in a world where only the strong survive.
Then you saw your girlfriend get gunned down by the Black Shadow Warriors. And you felt helpless as they destroyed your home: the world-famous Double Dragon dojo, home of the mighty Double Dragon Warriors.
You knew what had to be done.
You applied every scrap of martial arts knowledge and succeeded in wiping out the Black Shadow Warriors. It wasn't easy, but you did it. Finally, you were able to rest.
But not for long.
Anxious to keep your skills sharp, you and your brother Jimmy joined the Scorpions.
You saw envy and hatred that burned in Anderson's eyes. You knew he would be trouble someday, but you never dreamed he would eliminate Wright (another Scorpion instructor), scrawl your name on the floor, and pin the blame on you! You were horrified when Gordon actually believed Anderson's twisted tale of evil and ordered you and Jimmy to pay for the crime...with your lives.
Now war has spilled out of the dojo and into the streets. You must battle countless enemies bent on your destruction, as you prowl nightmarish urban ruins in search of one man who framed you and another who ordered your death.
There must be no mercy. You must clear your name. You have all the tools you need to get the job done: fists of fire, feet of fury, and the martial arts skills of the Double Dragon.
Once again, you know what has to be done. And only you can do it!",1991-12-02 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
148217,85810,Down Load 2,NULL,1991-03-29 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
187362,48631,Downtown Special Kunio-kun's Historical Period Drama!,NULL,1991-07-26 00:00:00.000,NULL,NULL,NULL,NULL,64.0000,1
37359,45638,Dr. Hello,NULL,1991-07-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
153512,170341,Dracula's Castle,NULL,1991-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
180568,48682,Dragon Ball Z II: Gekishin Frieza!!,NULL,1991-09-10 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
93402,37722,Dragon Egg!,NULL,1991-10-27 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
16243,14662,Dragon Fighter,NULL,1991-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
168851,38097,Dragon Saber,NULL,1991-12-27 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
26248,47060,Dragon's Eye Plus: Shanghai III,NULL,1991-12-02 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
186274,45586,Dragon's Fury,NULL,1991-11-10 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
186963,14660,Dragon's Lair II: Time Warp,"Princess Daphne has been spirited away to a wrinkle in time by the Evil Wizard Mordroc who plans to force her into marriage. Only you, Dirk the Daring, can save her.

Transported by a bumbling old time machine, you begin the rescue mission. But you must hurry, for once the Casket of Doom has opened, Mordroc will place the Death Ring upon Daphne's finger in marriage and she will be lost forever in the Time Warp!",1991-12-31 00:00:00.000,1,NULL,NULL,NULL,69.8930,5
86839,117950,Dragon's Lair: The Legend,NULL,1991-12-31 00:00:00.000,NULL,NULL,NULL,NULL,55.0000,2
84052,39674,Drift Out,NULL,1991-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
83540,135551,Dropper,NULL,1991-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
159428,957,Duke Nukem,NULL,1991-07-01 00:00:00.000,14,NULL,NULL,NULL,68.3093,36
54341,23258,Dungeon Hunter,NULL,1991-02-01 00:00:00.000,NULL,NULL,40.0000,1,NULL,NULL
4831,73941,Dusk of the Gods,NULL,1991-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
149034,39023,Dyna Blaster,NULL,1991-02-01 00:00:00.000,2,NULL,NULL,NULL,83.6938,12
26359,40305,Dynamic Country Club,NULL,1991-06-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
62727,70867,Eagle Plan,NULL,1991-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
105198,13627,Eagle's Rider,NULL,1991-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
27643,5377,Earnest Evans,NULL,1991-12-20 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
109289,46666,Earth Defense Force,NULL,1991-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
136625,7693,EcoQuest: The Search for Cetus,NULL,1991-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
43532,108923,Efera & Jiliora: The Emblem From Darkness,NULL,1991-12-13 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
187101,94952,Egypt,"An Indiana Jones style explorer is trapped inside an Ancient Egyptian temple. He meets a goddess who is so low in power that she can only take the form of a large, spherical jewel. He enters the jewel to restore her power by clearing each level.",1991-05-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
79769,37343,Eight Man,NULL,1991-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
166881,40976,EightMan,NULL,1991-01-20 00:00:00.000,NULL,NULL,NULL,NULL,52.5070,5
27603,81222,El Viento,NULL,1991-09-20 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
163508,198679,Electronic Battletoads,NULL,1991-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
43090,198700,Electronic Beetlejuice,NULL,1991-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
18860,198703,Electronic Bugs Bunny,NULL,1991-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
188238,198714,Electronic Captain Planet,NULL,1991-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
156377,200503,Electronic Disney's Beauty and the Beast,NULL,1991-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
156382,198696,Electronic Disney's Beauty and the Beast,NULL,1991-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
106197,198804,Electronic Disney's The Little Mermaid,NULL,1991-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
116178,198996,Electronic Disney's The Rescuers Down Under,NULL,1991-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
127180,198729,Electronic Double Dragon 3: The Rosetta Stone,NULL,1991-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
19425,198741,Electronic Fox's Peter Pan & The Pirates,NULL,1991-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
112877,198811,Electronic MC Hammer: U Can't Touch This,NULL,1991-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
161048,198813,Electronic Mega Man 3,NULL,1991-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
178406,198580,Electronic Sonic the Hedgehog,NULL,1991-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
183829,198581,Electronic Sonic the Hedgehog,NULL,1991-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
114149,198935,Electronic Swamp Thing,NULL,1991-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
56974,217741,Electronic Tennis,NULL,1991-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
120923,205945,Electronic The Rocketeer,NULL,1991-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
54837,198940,Electronic The Terminator,NULL,1991-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
26061,198943,Electronic Tiny Toon Adventures,NULL,1991-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
167826,198953,Electronic Wayne Gretzky and Brett Hull Shootout Hockey,NULL,1991-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
172482,46218,Elemental Master,NULL,1991-01-14 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
164172,51241,Elevator Action,NULL,1991-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
136583,12061,Elf,NULL,1991-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
180899,9158,Eliminator Boat Duel,NULL,1991-02-01 00:00:00.000,1,NULL,NULL,NULL,79.9276,5
73584,100209,Elite Plus,NULL,1991-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
158591,171973,Elle,"In 2030, nuclear war broke out over the environmental pollution issue. Many people lost their lives due to radioactivity. The people, who survived the barren Earth, started the ""Megaro Earth Project"" to save human existence.

In a last hope for survival against nuclear war, a city was built in a dome in order to save civilization. Gimmick, a mysterious man who leads a secret organization called ""Black Widow"", is planning to obstruct the implementation of the ""Megaro Earth Project"". In order to oppose Gimmick's organization, members of the counter terrorism group, along with lady sniper ""EL"", were formed.

Unfortunately the group has not been making much progress with their tasks. As a Sniper with the highest rank of SS you have been recently transferred to the group to assist with their task of opposing Gimmick while also doing your best to keep your skill and overall rank a secret from your peers.

Expect the worse and unexpected....",1991-06-23 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
160638,12064,Elvira II: The Jaws of Cerberus,NULL,1991-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
172590,39035,Elvira: The Arcade Game,NULL,1991-07-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
100310,38056,Escape from Colditz,NULL,1991-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
109103,39867,Escape Kids,NULL,1991-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
125467,45794,Eternal Legend,NULL,1991-09-09 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
173915,125295,Exile,NULL,1991-03-29 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
163416,191357,Exile: Toki no Hazama he,NULL,1991-03-29 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
99335,11164,Exodus: Journey to the Promised Land,NULL,1991-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
69491,42558,Extra Innings,NULL,1991-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
191455,12071,Eye of the Beholder II: The Legend of Darkmoon,NULL,1991-12-12 00:00:00.000,7,NULL,NULL,NULL,87.5828,14
160190,85946,F.Godmom,NULL,1991-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
120607,44328,F1 Circus '91,NULL,1991-07-12 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
55194,125458,F1 Circus MD,NULL,1991-12-20 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
70748,39926,F1 Exhaust Note,NULL,1991-12-23 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
90461,47210,F1 GP Circuits,NULL,1991-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
178836,19494,F-22 Interceptor,NULL,1991-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
118478,19701,Faceball 2000,NULL,1991-12-01 00:00:00.000,NULL,NULL,NULL,NULL,76.0000,1
57718,46348,Factory Panic,NULL,1991-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
100689,48331,Famicom Igo Nyuumon,NULL,1991-12-29 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
100119,48713,Famicom Shogi: Ryuu-Ou-Sen,NULL,1991-03-15 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
60970,48908,Famicom Study Box,NULL,1991-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
41201,48497,Family Circuit '91,NULL,1991-08-19 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
120541,159244,Family Feud,NULL,1991-05-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
188154,218389,Famista '92,NULL,1991-12-20 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
161076,221965,Fangs: The Saga of Wolf Blood,NULL,1991-11-29 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
152335,18292,Fantasy Zone,NULL,1991-07-19 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
52951,10793,Fascination,NULL,1991-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
48868,71128,Fatal Fury,"The plot of Fatal Fury centers around a martial arts tournament known as the ""King of Fighters"" tournament, held in the fictional American city of South Town and sponsored by local crime boss Geese Howard. Ten years prior to the events of the game, Geese murdered a rival martial artist named Jeff Bogard who was on his trail. Now, Jeff's adopted sons, Terry Bogard and Andy Bogard, along with their friend Joe Higashi, enter the tournament to get their revenge on Geese.",1991-01-20 00:00:00.000,1,NULL,NULL,NULL,62.6294,29
117469,48582,Fighting Hero,NULL,1991-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
73582,44333,Fighting Run,NULL,1991-11-29 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
117939,407,Final Fantasy Adventure,NULL,1991-06-08 00:00:00.000,9,NULL,NULL,NULL,79.9282,30
185800,387,Final Fantasy II,NULL,1991-11-23 00:00:00.000,8,NULL,NULL,NULL,70.4579,80
182273,16587,Final Fantasy IV,NULL,1991-07-19 00:00:00.000,44,NULL,80.0000,1,83.2481,155
122961,205703,Final Fantasy IV Easy Type,NULL,1991-10-29 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
164068,410,Final Fantasy Legend III,"A creature known as the Pureland Water Entity engulfed the world in a great flood. The entity drew monsters onto the land and low lying cities have been abandoned. As a party of four warriors sets out to confront the entity, several youths from the future arrive to help, and it is realized that the Entity's destruction is occurring in the past and future as well. The group then collects pieces of the ship Talon in the past, present, and future to defeat the Entity.",1991-12-13 00:00:00.000,2,NULL,NULL,NULL,83.0000,3
7264,42060,Final Match Tennis,NULL,1991-03-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
195601,37712,Final Soldier,NULL,1991-09-23 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
85804,37237,Fire & Brimstone,NULL,1991-01-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
23895,4413,Fire Mustang,NULL,1991-04-05 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
132714,57795,Fire Pro Wrestling 2nd Bout,NULL,1991-08-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
5656,48252,FireHawk,NULL,1991-10-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
125293,77113,Firepit,NULL,1991-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
193199,71214,First Samurai,"The Demon King descends from his mountain domain to you, the First Samurai and your master. Defenceless against the Demon's magic, you succumb to his powers, leaving the your Master to fight the Demon King alone. Your master falls in combat, dying. But, with his last breath, he summons the Wizard Mage. The Demon King fearing defeat, escapes to the future. Tormented, the young samurai seeks the teachings of the Wizard Mage in the ways of magic. Boiled with revenge and armed with a magical sword, the young samurai follows the Demon King into the future and the unknown...",1991-11-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
101741,12590,Floor 13,NULL,1991-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
105103,12105,Flowers of Crystal,NULL,1991-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
126882,48126,Flying Warriors,NULL,1991-12-31 00:00:00.000,NULL,NULL,NULL,NULL,32.3067,0
173960,217830,Football,NULL,1991-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
31990,49079,Football International,NULL,1991-02-01 00:00:00.000,NULL,NULL,NULL,NULL,33.0000,0
185732,51808,Forgotten Realms: The Archives - Collection One,NULL,1991-01-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
18637,85637,Fortified Zone,NULL,1991-02-26 00:00:00.000,NULL,NULL,NULL,NULL,66.0000,1
111411,72710,Fox's Peter Pan & The Pirates: The Revenge of Captain Hook,NULL,1991-01-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
104109,222716,Foxy 2,"In the near future, mankind has abandoned the Earth, which has become unsuitable for human life. Human beings began to build space stations. Thanks to the new space suits invented by professor Toujou, which allowed unrestricted presence in the space, humans could eventually spread over the galaxy. The planet Charon became the new center of science and culture.

But soon, a mysterious organization known as ""Giras"" appeared on the stage. Their troops attempted to invade Charon, and at the same time professor Toujou has gone missing. His niece Lisa was determined to continue his research and discover his whereabouts; but was herself kidnapped by the Giras. Two of her friends, Kyouhei and Kamui, decided to lead an assault on a Giras stronghold and rescue Lisa...",1991-04-12 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
78155,48128,Frankenstein: The Monster Returns,NULL,1991-08-10 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
61754,130763,Fray: Shugyouhen,NULL,1991-12-27 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
133107,85866,Fred,NULL,1991-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
86945,80526,Free D.C!,NULL,1991-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
56467,51354,FreeCell,NULL,1991-09-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
108892,15226,Frenetic,NULL,1991-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
150672,65608,From TV Animation Slam Dunk: SD Heat Up!!,NULL,1991-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
133633,12109,Full Contact,NULL,1991-12-31 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
27386,48490,Fushigi no Umi Nadia: The Secret of Blue Water,NULL,1991-04-15 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
104132,4431,Fushigi no Umi no Nadia,NULL,1991-02-02 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
12477,92984,Futebol,NULL,1991-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
125570,48489,Fuzzical Fighter,NULL,1991-06-17 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
152898,8165,G.I. Joe: A Real American Hero,NULL,1991-01-01 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
174333,1687,Game Boy Wars,"The neighboring countries, Red Star and White Moon, are at war. Lead the Red Star forces to victory!",1991-05-21 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
24880,186733,Ganso!! Yancha-Maru,NULL,1991-07-11 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
93359,218912,Garfield,NULL,1991-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
181064,12113,Gateway to the Savage Frontier,"The game revolves around a standard (for Gold Box adventures) party of six adventurers who inadvertently get caught up in a plot by the Zhentarim to conquer the entire Frontier area.

The storyline, in rough terms, follows:

The party starts off in Yartar, having just escorted a caravan from the dwarven stronghold Citadel Adbar (ruled by the dwarf king Harbromm). At the tavern, while the party is enjoying the feast and spirits, something is slipped into their food that causes them to pass out, and they are robbed of all gold and gear, especially the magic longsword that one member used to slay a griffon at Longsaddle. Fortunately, each character keeps a purse of coins under their pillow so they can buy armour and weapons.
Through rescuing the NPC Krevish, the party being hired by the Kraken in Yartar to assassinate a cleric of Bane at Nesme, only to discover that this evil priest was the only individual standing in the way of the conquest.
Rescuing the magic user Amelior Amanitas from Everlund, an eccentric and somewhat absent-minded wizard who explains how to stop the Zhentarim. Returning to Yartar, the party is captured and imprisoned in a Kraken base below the city. There, the magic longsword stolen at the start is recovered but the party has to fight four giant squid in a huge tank before escaping.
Finding four magical statues scattered across the frontier before the Zhentarim, led by a General Vaalgamon, gets to them.
Traveling to the dead city of Ascore to end the Zhentarim plot.

Basically, Zhentil Keep plans to use these magical statues to open a way through an otherwise-unpassable desert for their armies. If successful, the party is hailed as the ""Heroes of Ascore,"" which is carried over into the sequel.",1991-12-31 00:00:00.000,NULL,NULL,NULL,NULL,70.2051,5
39764,7296,Gauntlet III: The Final Quest,NULL,1991-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
167728,38020,GD Leen,NULL,1991-05-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
178837,14501,Gemfire,NULL,1991-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
123456,42073,Genji Tsuushin Agedama,NULL,1991-12-13 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
147056,38334,Genocide 2,NULL,1991-12-07 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
118316,94669,Germ Crazy,NULL,1991-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
113827,201851,Getaway Entertainment 6 Pack,NULL,1991-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
40133,46317,GG Aleste,NULL,1991-12-29 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
48296,39734,Ghost Pilots,NULL,1991-01-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
76116,48163,Ghoul School,NULL,1991-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
25191,39733,Ghox,NULL,1991-07-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
125889,72313,Glider 4.0,NULL,1991-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
64735,48997,Go! Go! Tank,NULL,1991-06-01 00:00:00.000,NULL,NULL,NULL,NULL,46.0000,0
184668,1930,Gobliiins,NULL,1991-12-31 00:00:00.000,9,NULL,NULL,NULL,79.4707,22
134781,145360,Gobliins,NULL,1991-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
134042,12118,Gods,NULL,1991-12-31 00:00:00.000,3,NULL,NULL,NULL,82.2384,15
182211,16214,Golden Axe II,NULL,1991-12-27 00:00:00.000,15,NULL,NULL,NULL,78.4717,47
72432,46147,Golden Axe Warrior,NULL,1991-07-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
81282,13295,Golden Eagle,NULL,1991-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
102130,48285,Golf Grand Slam,NULL,1991-03-03 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
114951,13903,Golly! Ghost!,NULL,1991-06-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
144055,48481,Gorby no Pipeline Daisakusen,NULL,1991-04-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
141757,213188,Gradius,NULL,1991-11-15 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
35703,48996,Gradius: The Interstellar Assault,NULL,1991-08-09 00:00:00.000,1,NULL,NULL,NULL,71.5869,5
37240,12603,Graeme Souness Vector Soccer,NULL,1991-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
115778,48695,Grand Master,NULL,1991-03-26 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
37676,39925,Grand Prix Star,NULL,1991-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
119506,37127,Great Courts 2,NULL,1991-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
76171,46356,Griffin,NULL,1991-08-26 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
95734,6813,Growl,NULL,1991-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
74327,40154,Gulf Storm,NULL,1991-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
41696,40317,Gulf War II,NULL,1991-06-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
107677,39681,Gun & Frontier,NULL,1991-02-10 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
152330,10449,Gunforce,"Parachuted out of a bomber, the player has landed into hostile territory to defeat the enemy who is threatening Mother Earth.",1991-04-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
45214,12129,Gunship 2000,NULL,1991-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
13969,40182,Hacha Mecha Fighter,NULL,1991-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
10397,48993,Hal Wrestling,NULL,1991-01-01 00:00:00.000,NULL,NULL,NULL,NULL,56.0000,1
146080,3653,HAL's Hole in One Golf,NULL,1991-02-23 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
6236,40181,Hammer Away,NULL,1991-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
